&ylabel:,Cases,
&log_allowed:,True,
&delta_allowed:,True,
&per_capita_allowed:,True,
&suggested_scaling:,1000000,
,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-04-30,7088,355,0,7655,3281,50130,15284,27700,4734,4323,33690,26264,145,618,1984,52918,17835,7145,4413,4708,28001,1095,21742,62205,41379,5136,6815,7818,453,4281,5053,2146,118652,3411,304372,10754,1067,14,18027,3618,2510,47971,1539,8621,6095,2449,10735,28727,4672,866,66,15847,14327,1125,6854,559
2020-05-01,7294,364,0,7969,3337,52026,15793,28764,4918,4658,34728,27489,145,619,2015,56055,18630,7884,4634,4882,28711,1123,23472,64311,42356,5730,7212,8067,453,5008,5248,2310,121190,3513,308314,11070,1107,14,18743,3748,2579,49579,1575,8962,6258,2525,11891,29692,4828,879,66,16902,14637,1152,7314,566
2020-05-02,7611,365,0,8364,3372,53347,16225,29287,5038,4797,35463,28331,145,620,2061,58505,19295,8643,4885,4879,29140,1153,24473,66263,43207,6232,7441,8356,455,5317,5389,2429,123717,3732,312977,11588,1153,14,19335,3851,2635,50494,1757,9289,6489,2588,12661,30917,4985,886,66,17738,15003,1185,7660,579
2020-05-03,7888,368,0,8640,3437,54903,16635,29287,5208,5016,36078,28665,145,620,2061,61499,19933,9175,5156,5130,29340,1185,25462,68087,43801,6663,7550,8618,455,5661,5472,2518,126744,3850,316415,11770,1191,14,19914,3972,2680,51225,1808,9477,6626,2631,13177,31998,5175,897,66,18672,15185,1195,7964,586
2020-05-04,8112,370,0,8924,3491,55884,16918,29973,5288,5170,36897,29451,145,621,2106,63777,20507,9703,5383,5245,29673,1205,26408,69087,43990,7234,7877,8946,457,6037,5630,2588,128269,4031,318953,11971,1225,14,20474,4044,2759,52816,1843,9652,6757,2668,13571,32783,5317,902,66,19493,15462,1224,8236,596
2020-05-05,8437,371,0,9305,3525,58456,17367,30621,5371,5322,37439,29998,145,625,2127,65889,21033,10111,5648,5822,29996,1226,27117,70271,44451,7851,8207,9121,456,6373,5660,2636,130593,4138,321192,12510,1266,14,20969,4127,2839,53864,1924,9933,6841,2721,13690,33912,5449,907,66,20257,15594,1246,8566,604
2020-05-06,8691,372,0,9707,3611,60616,17832,30995,5778,5461,38002,30743,149,626,2158,68232,21870,10404,5993,5934,30399,1254,28163,72025,45179,8579,8424,9323,456,6689,5741,2741,131890,4291,323978,13053,1323,15,21576,4202,2916,54800,1968,10205,6936,2780,13938,34928,5595,908,66,20985,15905,1242,8901,631
2020-05-07,9046,374,0,9945,3703,62148,18370,31784,5939,5654,38828,31618,149,629,2178,70871,22503,11059,6332,6129,30652,1330,29374,73721,45745,9365,8686,9581,456,7334,5855,2843,133991,4493,327469,13540,1371,15,22131,4330,2989,55956,2031,10530,7142,2906,14096,36036,5724,916,66,21570,16231,1287,9215,635
2020-05-08,9385,377,0,10526,3747,63779,18827,32411,6111,5899,39199,32181,151,629,2178,73760,23146,11457,6667,6288,30855,1374,30485,75333,46386,10088,9090,9733,458,7818,5920,2947,135840,4673,330407,14006,1425,15,23016,4424,3068,57371,2156,10779,7367,3145,14441,37246,5919,919,68,22342,16388,1323,9590,644
2020-05-09,9668,378,0,10960,3747,66558,19375,32984,6277,6102,40001,32588,151,631,2205,76085,23732,11671,6829,6440,31417,1408,31534,76743,46815,10790,9378,9911,458,8093,6171,3011,137397,4778,333122,14478,1464,16,23697,4490,3160,58560,2173,10989,7531,3393,14768,38394,6103,921,68,23196,16674,1323,9939,653
2020-05-10,9889,379,0,11119,4012,67600,19703,33554,6277,6272,40596,33580,151,632,2230,77741,24126,11959,6951,6440,31600,1436,32587,77793,47182,11271,9501,10068,458,8171,6120,3071,138754,4863,335395,14938,1491,16,24081,4589,3228,59939,2198,11274,7653,3517,14985,39258,6251,927,69,24081,16891,1360,10219,662
2020-05-11,10164,379,0,11383,4043,69329,19879,33765,6565,6389,40982,34002,151,634,2260,79007,24627,12373,7159,6677,31815,1462,33373,78462,47552,11799,9674,10157,459,8407,6152,3160,140206,5069,337055,15274,1518,19,24777,4613,3286,60459,2256,11450,7792,3614,15544,40555,6362,926,69,25070,17122,1366,10418,669
2020-05-12,10464,383,0,11736,4164,70978,20157,34333,6741,6485,41923,34924,152,635,2293,83021,25127,12912,7240,6853,32050,1477,34061,79332,48021,12494,9908,10269,461,8532,6313,3239,140917,5212,338485,15622,1571,19,25250,4732,3358,61310,2299,11614,7927,3663,16111,41432,6432,927,69,25800,17330,1378,10611,675
2020-05-13,10700,383,0,12216,4236,72798,20475,34855,6952,6584,42402,35427,152,638,2293,84694,25473,13289,7518,6853,32662,1515,34812,80497,48391,12917,10090,10404,462,8912,6476,3299,141560,5364,340661,16352,1647,19,25721,4858,3416,62101,2329,11835,8030,3732,16370,43020,6620,929,69,26746,17512,1398,10902,688
2020-05-14,11101,383,0,12674,4366,74871,20838,35464,7223,6736,43210,35977,152,637,2351,87937,26053,13675,7705,7225,33489,1565,35903,82182,49582,13435,10483,10594,462,9260,6504,3382,142704,5503,343051,16968,1712,19,26357,4963,3479,63105,2427,12016,8189,3792,16699,44480,6749,932,69,27813,17773,1427,11275,701
2020-05-15,11373,388,0,13169,4463,76693,21232,36085,7373,6871,44138,36772,154,638,2351,90369,26656,14049,7886,7444,33837,1603,36986,83421,50079,14240,10801,10766,466,9610,6733,3453,143984,5662,345813,17494,1761,19,26954,5087,3541,64136,2542,12219,8407,3887,16960,45721,6913,933,69,28672,17951,1447,11685,716
2020-05-16,11674,388,0,13666,4578,78725,21633,36703,7547,7042,44811,37212,154,639,2419,92457,27280,14328,7939,7688,34117,1648,37968,84933,50538,14969,11123,10959,468,10220,6813,3556,145089,5847,348232,18130,1848,21,27474,5237,3612,65185,2589,12434,8661,3959,17263,47452,7068,934,69,29683,18288,1470,12187,741
2020-05-17,11771,388,0,13945,4759,80166,21938,37419,7670,7123,45588,37579,154,640,2419,94191,27778,14651,7953,7688,34432,1687,38804,86010,51142,15668,11296,11108,468,10177,6949,3596,146504,5938,350121,18673,1900,21,27923,5310,3623,65700,2646,12674,8816,3987,17359,48396,7238,940,69,30388,18433,1492,12543,754
2020-05-18,12086,388,0,14208,4813,81457,22202,38116,7869,7270,46442,38283,154,640,2455,96485,28255,14955,8303,7935,34709,1713,39762,87052,51915,16372,11432,11242,470,10625,7061,3652,148240,6096,351371,19207,1931,21,28454,5398,3687,66669,2710,12795,8942,4027,18011,49177,7384,940,69,31140,18611,1502,12687,766
2020-05-19,12376,400,0,14576,4923,83752,22482,38430,8037,7434,46944,38855,154,641,2455,98030,28705,15296,8353,8069,35038,1741,41546,87925,52350,17029,11704,11393,471,10854,7096,3721,149356,6192,352845,19239,1994,21,28952,5489,3726,67311,2805,12951,9056,4085,18412,50552,7518,944,69,32145,18811,1502,12885,776
2020-05-20,13052,401,0,14906,5003,85997,22797,39017,8194,7551,47471,39801,154,643,2506,100418,29274,15620,8507,8167,35316,1819,42323,88970,53009,17670,11967,11528,478,11122,7388,3868,150776,6317,354370,20262,2095,21,29436,5532,3801,68126,2866,13356,9175,4177,18412,51673,7710,944,69,32908,18971,1567,13413,787
2020-05-21,13288,401,0,15348,5458,88031,23191,39208,8386,7788,48675,40663,165,647,2506,102688,29936,16170,8625,8286,36504,1877,43531,90084,53510,18200,12222,11689,479,11427,7400,3935,151586,6472,356458,20512,2229,22,30167,5680,3817,69252,2913,13571,9381,4177,18961,53053,7874,950,69,34137,19117,1593,13885,801
